,Run # 0 BSF,Run # 1 BSF,Run # 2 BSF,Run # 3 BSF,Run # 4 BSF,Run # 5 BSF,Run # 6 BSF,Run # 7 BSF,Run # 8 BSF,Run # 9 BSF,Avg BSF
0,843.0,888.0,822.0,829.0,829.0,828.0,804.0,914.0,889.0,879.0,852.5
1,880.0,888.0,864.0,843.0,884.0,875.0,825.0,972.0,889.0,894.0,881.4
2,880.0,896.0,864.0,900.0,884.0,875.0,871.0,972.0,985.0,922.0,904.9
3,880.0,896.0,864.0,900.0,884.0,933.0,871.0,987.0,985.0,922.0,912.2
4,897.0,913.0,864.0,946.0,884.0,964.0,871.0,987.0,985.0,922.0,923.3
5,897.0,928.0,864.0,946.0,884.0,964.0,876.0,987.0,985.0,983.0,931.4
6,941.0,928.0,864.0,946.0,976.0,964.0,911.0,1016.0,985.0,983.0,951.4
7,941.0,936.0,864.0,946.0,976.0,964.0,923.0,1016.0,985.0,983.0,953.4
8,941.0,936.0,864.0,955.0,976.0,1016.0,923.0,1016.0,985.0,991.0,960.3
9,941.0,936.0,939.0,955.0,976.0,1016.0,963.0,1016.0,993.0,991.0,972.6
10,1018.0,936.0,939.0,955.0,984.0,1016.0,963.0,1016.0,993.0,991.0,981.1
11,1018.0,962.0,939.0,990.0,1005.0,1016.0,1016.0,1016.0,993.0,991.0,994.6
12,1018.0,965.0,939.0,990.0,1024.0,1016.0,1024.0,1016.0,993.0,991.0,997.6
13,1018.0,965.0,939.0,990.0,1024.0,1016.0,1024.0,1016.0,993.0,991.0,997.6
14,1018.0,965.0,939.0,990.0,1024.0,1016.0,1024.0,1016.0,993.0,991.0,997.6
15,1018.0,965.0,939.0,990.0,1024.0,1024.0,1024.0,1016.0,993.0,991.0,998.4
16,1018.0,965.0,939.0,990.0,1024.0,1024.0,1024.0,1016.0,993.0,991.0,998.4
17,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1016.0,993.0,991.0,998.9
18,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1016.0,993.0,991.0,998.9
19,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1016.0,993.0,991.0,998.9
20,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1016.0,993.0,991.0,998.9
21,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1016.0,993.0,991.0,998.9
22,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1016.0,993.0,991.0,998.9
23,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1016.0,993.0,991.0,998.9
24,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1016.0,993.0,991.0,998.9
25,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1016.0,993.0,991.0,998.9
26,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1016.0,993.0,991.0,998.9
27,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1016.0,993.0,991.0,998.9
28,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1016.0,993.0,991.0,998.9
29,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1016.0,993.0,991.0,998.9
30,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
31,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
32,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
33,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
34,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
35,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
36,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
37,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
38,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
39,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
40,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
41,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
42,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
43,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
44,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
45,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
46,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
47,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
48,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
49,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
50,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
51,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
52,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
53,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
54,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
55,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
56,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
57,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
58,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
59,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
60,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
61,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
62,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
63,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
64,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
65,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
66,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
67,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
68,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
69,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
70,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
71,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
72,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
73,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
74,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
75,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
76,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
77,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
78,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
79,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
80,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
81,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
82,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
83,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
84,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
85,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
86,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
87,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
88,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
89,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
90,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
91,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
92,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
93,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
94,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
95,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
96,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
97,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
98,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
99,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
100,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
101,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
102,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
103,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
104,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
105,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
106,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
107,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
108,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
109,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
110,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
111,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
112,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
113,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
114,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
115,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
116,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
117,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
118,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
119,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
120,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
121,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
122,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
123,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
124,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
125,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
126,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
127,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
128,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
129,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
130,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
131,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
132,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
133,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
134,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
135,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
136,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
137,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
138,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
139,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
140,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
141,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
142,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
143,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
144,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
145,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
146,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
147,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
148,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
149,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
150,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
151,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
152,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
153,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
154,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
155,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
156,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
157,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
158,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
159,1018.0,970.0,939.0,990.0,1024.0,1024.0,1024.0,1024.0,993.0,991.0,999.7
