,Run # 0 ASF,Run # 1 ASF,Run # 2 ASF,Run # 3 ASF,Run # 4 ASF,Run # 5 ASF,Run # 6 ASF,Run # 7 ASF,Run # 8 ASF,Run # 9 ASF,Avg ASF
0,589.6,654.1,583.3,596.3,619.1,552.9666666666667,560.5,618.7333333333333,642.0666666666667,652.2,606.8866666666667
1,639.5,684.1666666666666,620.8,632.8,667.5666666666667,600.1,589.5333333333333,648.7,684.3666666666667,698.1666666666666,646.5699999999999
2,653.1,716.3333333333334,650.3666666666667,660.1,696.7333333333333,643.4,615.4,681.6333333333333,717.3333333333334,720.2,675.4599999999999
3,672.6333333333333,750.7333333333333,692.6666666666666,691.0666666666667,722.0666666666667,672.3333333333334,648.7666666666667,699.0,740.2333333333333,734.5,702.4000000000001
4,696.0,777.8666666666667,719.8,725.1666666666666,754.0333333333333,704.4,676.2333333333333,719.0,756.5333333333333,750.8333333333334,727.9866666666666
5,725.2333333333333,799.2,740.7666666666667,749.5666666666667,774.1666666666666,731.8666666666667,703.8,735.3666666666667,769.9,768.9,749.8766666666667
6,745.2333333333333,811.2,771.3,773.7,786.7666666666667,760.1666666666666,717.9666666666667,761.5666666666667,774.1,792.4666666666667,769.4466666666667
7,770.6666666666666,826.4,794.2,796.3,797.3666666666667,780.5333333333333,735.4666666666667,789.4333333333333,784.0666666666667,815.4666666666667,788.99
8,783.2666666666667,832.5666666666667,823.4333333333333,816.1666666666666,807.4333333333333,788.7666666666667,745.5666666666667,811.2333333333333,801.3666666666667,827.4333333333333,803.7233333333334
9,796.1666666666666,840.5,847.0,832.5333333333333,827.6333333333333,804.8,758.8333333333334,831.8,809.9666666666667,840.7,818.9933333333333
10,809.6333333333333,843.5,857.4666666666667,848.8,842.3,818.6,766.4333333333333,853.1333333333333,822.1666666666666,857.3666666666667,831.9399999999999
11,819.5,849.5,870.3666666666667,857.6,862.2,822.6333333333333,779.4333333333333,875.4,833.8,869.9,844.0333333333334
12,832.2666666666667,853.9333333333333,882.1666666666666,874.1333333333333,881.4333333333333,830.5,792.9333333333333,900.0666666666667,848.8,877.8,857.4033333333333
13,837.6666666666666,867.4333333333333,892.5333333333333,883.4666666666667,894.0,835.9,803.2666666666667,917.3333333333334,854.6,878.9,866.51
14,841.3333333333334,878.0666666666667,898.2,890.6,901.0666666666667,839.9,811.9,930.0333333333333,868.9666666666667,881.6333333333333,874.1700000000001
15,844.9666666666667,883.4666666666667,909.9333333333333,897.0666666666667,910.1666666666666,845.5,822.7666666666667,942.1,871.0666666666667,887.4333333333333,881.4466666666667
16,859.0333333333333,886.9333333333333,915.9333333333333,910.0333333333333,918.0333333333333,846.5,828.4666666666667,955.4666666666667,884.5666666666667,892.3333333333334,889.7299999999999
17,870.6666666666666,892.5,923.7666666666667,914.9,919.5,852.7333333333333,836.4666666666667,976.8666666666667,895.6666666666666,897.8666666666667,898.0933333333332
18,874.0333333333333,896.1666666666666,926.8666666666667,918.6,922.2,857.1666666666666,840.9,983.6333333333333,904.4333333333333,904.4,902.8399999999999
19,880.7666666666667,902.7666666666667,938.3666666666667,924.4666666666667,928.5666666666667,862.6333333333333,844.5,988.7666666666667,914.3666666666667,910.9666666666667,909.6166666666668
20,886.0333333333333,907.8666666666667,941.6,934.2333333333333,939.4,863.8,849.4333333333333,998.5666666666667,919.7666666666667,919.7,916.0400000000002
21,888.4666666666667,918.3666666666667,946.4666666666667,945.8,948.0666666666667,865.2666666666667,858.6333333333333,1003.2,926.4,921.3,922.1966666666667
22,894.8,924.9333333333333,953.6333333333333,954.5,955.9,867.6333333333333,865.8333333333334,1008.6666666666666,930.2,923.8333333333334,927.9933333333335
23,905.4333333333333,928.3333333333334,958.3333333333334,957.7,957.0666666666667,872.8,874.8666666666667,1012.5333333333333,932.7666666666667,929.1333333333333,932.8966666666668
24,909.4333333333333,933.5333333333333,960.8666666666667,961.0,968.0,881.5333333333333,882.1666666666666,1018.0,937.9666666666667,933.8666666666667,938.6366666666667
25,912.2,937.5666666666667,962.6666666666666,964.0,973.9333333333333,885.9666666666667,886.5,1018.0,942.3666666666667,935.0,941.82
26,919.5333333333333,943.3666666666667,964.7333333333333,964.0,979.3,890.1666666666666,893.0333333333333,1018.0,947.6666666666666,937.0,945.68
27,926.0,945.8333333333334,966.9,964.0,983.8666666666667,895.0666666666667,896.4666666666667,1018.0,954.8333333333334,943.9333333333333,949.49
28,932.2333333333333,950.0,969.7,964.0,988.4,903.7333333333333,901.5333333333333,1018.0,962.4333333333333,951.7,954.1733333333334
29,939.3333333333334,955.8,974.6666666666666,964.0,991.2666666666667,912.1,905.0333333333333,1018.0,965.9333333333333,954.0,958.0133333333333
30,946.5666666666667,961.3333333333334,978.7666666666667,964.0,992.4,917.4,909.7333333333333,1018.0,969.4,960.5333333333333,961.8133333333333
31,949.6666666666666,967.0,985.6333333333333,964.0,993.3333333333334,924.6666666666666,911.9333333333333,1018.0,971.7333333333333,962.5,964.8466666666667
32,954.7,967.5333333333333,991.0666666666667,964.0,993.6,930.3333333333334,911.9333333333333,1018.0,975.2666666666667,966.6666666666666,967.3100000000001
33,956.7,970.2,993.2,964.0,994.1333333333333,936.1333333333333,913.9333333333333,1018.0,977.0,971.0,969.43
