,Run # 0 ASF,Avg ASF
1829,4.179206508841779e-05,4.179206508841779e-05
1830,4.179206508841779e-05,4.179206508841779e-05
1831,4.179206508841779e-05,4.179206508841779e-05
1832,4.179206508841779e-05,4.179206508841779e-05
1833,4.179206508841779e-05,4.179206508841779e-05
1834,4.179131762116408e-05,4.179131762116408e-05
1835,4.1792726051098863e-05,4.1792726051098863e-05
1836,4.1792726051098863e-05,4.1792726051098863e-05
1837,4.1792726051098863e-05,4.1792726051098863e-05
1838,4.1792726051098863e-05,4.1792726051098863e-05
1839,4.1792726051098863e-05,4.1792726051098863e-05
1840,4.1792726051098863e-05,4.1792726051098863e-05
1841,4.1792726051098863e-05,4.1792726051098863e-05
1842,4.1792726051098863e-05,4.1792726051098863e-05
1843,4.1792726051098863e-05,4.1792726051098863e-05
1844,4.1792726051098863e-05,4.1792726051098863e-05
1845,4.1792726051098863e-05,4.1792726051098863e-05
1846,4.173215021994977e-05,4.173215021994977e-05
1847,4.1792726051098863e-05,4.1792726051098863e-05
1848,4.1792726051098863e-05,4.1792726051098863e-05
1849,4.1792726051098863e-05,4.1792726051098863e-05
1850,4.1792726051098863e-05,4.1792726051098863e-05
1851,4.1792726051098863e-05,4.1792726051098863e-05
1852,4.1792726051098863e-05,4.1792726051098863e-05
1853,4.1792726051098863e-05,4.1792726051098863e-05
1854,4.1792726051098863e-05,4.1792726051098863e-05
1855,4.1792726051098863e-05,4.1792726051098863e-05
1856,4.186334311833349e-05,4.186334311833349e-05
1857,4.186334311833349e-05,4.186334311833349e-05
1858,4.186334311833349e-05,4.186334311833349e-05
1859,4.186334311833349e-05,4.186334311833349e-05
1860,4.186334311833349e-05,4.186334311833349e-05
1861,4.186334311833349e-05,4.186334311833349e-05
1862,4.186334311833349e-05,4.186334311833349e-05
1863,4.186334311833349e-05,4.186334311833349e-05
1864,4.186334311833349e-05,4.186334311833349e-05
1865,4.186334311833349e-05,4.186334311833349e-05
1866,4.186334311833349e-05,4.186334311833349e-05
1867,4.186334311833349e-05,4.186334311833349e-05
1868,4.1868516247503804e-05,4.1868516247503804e-05
1869,4.1902141587110864e-05,4.1902141587110864e-05
1870,4.1902141587110864e-05,4.1902141587110864e-05
1871,4.1888915680705776e-05,4.1888915680705776e-05
1872,4.1902141587110864e-05,4.1902141587110864e-05
1873,4.1902141587110864e-05,4.1902141587110864e-05
1874,4.1902141587110864e-05,4.1902141587110864e-05
1875,4.1902141587110864e-05,4.1902141587110864e-05
1876,4.1902141587110864e-05,4.1902141587110864e-05
1877,4.191143744873973e-05,4.191143744873973e-05
1878,4.1790053395888376e-05,4.1790053395888376e-05
1879,4.1912101438856075e-05,4.1912101438856075e-05
1880,4.1912101438856075e-05,4.1912101438856075e-05
1881,4.1912101438856075e-05,4.1912101438856075e-05
1882,4.1912101438856075e-05,4.1912101438856075e-05
1883,4.1912101438856075e-05,4.1912101438856075e-05
1884,4.1912101438856075e-05,4.1912101438856075e-05
1885,4.1912101438856075e-05,4.1912101438856075e-05
1886,4.1912101438856075e-05,4.1912101438856075e-05
1887,4.1912101438856075e-05,4.1912101438856075e-05
1888,4.191771824688582e-05,4.191771824688582e-05
1889,4.1945802287034515e-05,4.1945802287034515e-05
1890,4.19307852228065e-05,4.19307852228065e-05
1891,4.194760539712934e-05,4.194760539712934e-05
1892,4.194760539712934e-05,4.194760539712934e-05
1893,4.194760539712934e-05,4.194760539712934e-05
1894,4.194760539712934e-05,4.194760539712934e-05
1895,4.194760539712934e-05,4.194760539712934e-05
1896,4.194760539712934e-05,4.194760539712934e-05
1897,4.194760539712934e-05,4.194760539712934e-05
1898,4.194760539712934e-05,4.194760539712934e-05
1899,4.194760539712934e-05,4.194760539712934e-05
1900,4.194760539712934e-05,4.194760539712934e-05
1901,4.194760539712934e-05,4.194760539712934e-05
1902,4.194760539712934e-05,4.194760539712934e-05
1903,4.19486110640786e-05,4.19486110640786e-05
1904,4.196269040136816e-05,4.196269040136816e-05
1905,4.196269040136816e-05,4.196269040136816e-05
1906,4.1968050503589126e-05,4.1968050503589126e-05
1907,4.196887513470004e-05,4.196887513470004e-05
1908,4.196887513470004e-05,4.196887513470004e-05
1909,4.197326775083585e-05,4.197326775083585e-05
1910,4.1973581509131266e-05,4.1973581509131266e-05
1911,4.1973581509131266e-05,4.1973581509131266e-05
1912,4.1973581509131266e-05,4.1973581509131266e-05
1913,4.1973581509131266e-05,4.1973581509131266e-05
1914,4.1973581509131266e-05,4.1973581509131266e-05
1915,4.1973581509131266e-05,4.1973581509131266e-05
1916,4.1973581509131266e-05,4.1973581509131266e-05
1917,4.1973581509131266e-05,4.1973581509131266e-05
1918,4.1973581509131266e-05,4.1973581509131266e-05
1919,4.1973581509131266e-05,4.1973581509131266e-05
1920,4.1973581509131266e-05,4.1973581509131266e-05
1921,4.1973581509131266e-05,4.1973581509131266e-05
1922,4.18454601524569e-05,4.18454601524569e-05
1923,4.1973581509131266e-05,4.1973581509131266e-05
1924,4.1973581509131266e-05,4.1973581509131266e-05
1925,4.1973581509131266e-05,4.1973581509131266e-05
1926,4.1973581509131266e-05,4.1973581509131266e-05
1927,4.1973581509131266e-05,4.1973581509131266e-05
1928,4.1973581509131266e-05,4.1973581509131266e-05
1929,4.1973581509131266e-05,4.1973581509131266e-05
1930,4.1973581509131266e-05,4.1973581509131266e-05
1931,4.1973581509131266e-05,4.1973581509131266e-05
1932,4.1973581509131266e-05,4.1973581509131266e-05
1933,4.1880528477963836e-05,4.1880528477963836e-05
1934,4.1973581509131266e-05,4.1973581509131266e-05
1935,4.184561399031502e-05,4.184561399031502e-05
1936,4.1973581509131266e-05,4.1973581509131266e-05
1937,4.1973581509131266e-05,4.1973581509131266e-05
1938,4.1973581509131266e-05,4.1973581509131266e-05
1939,4.1973581509131266e-05,4.1973581509131266e-05
1940,4.198167738080395e-05,4.198167738080395e-05
1941,4.198167738080395e-05,4.198167738080395e-05
1942,4.198167738080395e-05,4.198167738080395e-05
1943,4.198167738080395e-05,4.198167738080395e-05
1944,4.198167738080395e-05,4.198167738080395e-05
1945,4.196287212230217e-05,4.196287212230217e-05
1946,4.2008882593683395e-05,4.2008882593683395e-05
1947,4.2008882593683395e-05,4.2008882593683395e-05
1948,4.2008882593683395e-05,4.2008882593683395e-05
1949,4.2008882593683395e-05,4.2008882593683395e-05
1950,4.2008882593683395e-05,4.2008882593683395e-05
1951,4.2008882593683395e-05,4.2008882593683395e-05
1952,4.2008882593683395e-05,4.2008882593683395e-05
1953,4.2008882593683395e-05,4.2008882593683395e-05
1954,4.2008882593683395e-05,4.2008882593683395e-05
1955,4.2008882593683395e-05,4.2008882593683395e-05
1956,4.2008882593683395e-05,4.2008882593683395e-05
1957,4.2008882593683395e-05,4.2008882593683395e-05
1958,4.2008882593683395e-05,4.2008882593683395e-05
1959,4.192513070061589e-05,4.192513070061589e-05
1960,4.2008882593683395e-05,4.2008882593683395e-05
1961,4.2008882593683395e-05,4.2008882593683395e-05
1962,4.2008882593683395e-05,4.2008882593683395e-05
1963,4.2008882593683395e-05,4.2008882593683395e-05
1964,4.2008882593683395e-05,4.2008882593683395e-05
1965,4.2008882593683395e-05,4.2008882593683395e-05
1966,4.2000764055564366e-05,4.2000764055564366e-05
1967,4.2008882593683395e-05,4.2008882593683395e-05
1968,4.2008882593683395e-05,4.2008882593683395e-05
1969,4.2008882593683395e-05,4.2008882593683395e-05
1970,4.2008882593683395e-05,4.2008882593683395e-05
1971,4.2008882593683395e-05,4.2008882593683395e-05
1972,4.2008882593683395e-05,4.2008882593683395e-05
1973,4.2008882593683395e-05,4.2008882593683395e-05
1974,4.2008882593683395e-05,4.2008882593683395e-05
1975,4.2008882593683395e-05,4.2008882593683395e-05
1976,4.201277371132086e-05,4.201277371132086e-05
1977,4.190915687309588e-05,4.190915687309588e-05
1978,4.204779377005798e-05,4.204779377005798e-05
1979,4.204779377005798e-05,4.204779377005798e-05
1980,4.204779377005798e-05,4.204779377005798e-05
1981,4.2079140463197356e-05,4.2079140463197356e-05
1982,4.2080221383650436e-05,4.2080221383650436e-05
1983,4.2080221383650436e-05,4.2080221383650436e-05
1984,4.2055147365785634e-05,4.2055147365785634e-05
1985,4.2080221383650436e-05,4.2080221383650436e-05
1986,4.2080221383650436e-05,4.2080221383650436e-05
1987,4.1996286971845934e-05,4.1996286971845934e-05
1988,4.2080221383650436e-05,4.2080221383650436e-05
1989,4.2080221383650436e-05,4.2080221383650436e-05
1990,4.2080221383650436e-05,4.2080221383650436e-05
1991,4.2080221383650436e-05,4.2080221383650436e-05
1992,4.207921139108307e-05,4.207921139108307e-05
1993,4.2080221383650436e-05,4.2080221383650436e-05
1994,4.2080221383650436e-05,4.2080221383650436e-05
1995,4.2080221383650436e-05,4.2080221383650436e-05
1996,4.2080221383650436e-05,4.2080221383650436e-05
1997,4.2080221383650436e-05,4.2080221383650436e-05
1998,4.2080221383650436e-05,4.2080221383650436e-05
1999,4.2070284857361564e-05,4.2070284857361564e-05
2000,4.2080221383650436e-05,4.2080221383650436e-05
2001,4.2080221383650436e-05,4.2080221383650436e-05
2002,4.201703040783128e-05,4.201703040783128e-05
2003,4.2080221383650436e-05,4.2080221383650436e-05
2004,4.2080221383650436e-05,4.2080221383650436e-05
2005,4.2080221383650436e-05,4.2080221383650436e-05
2006,4.2080221383650436e-05,4.2080221383650436e-05
2007,4.2080221383650436e-05,4.2080221383650436e-05
2008,4.2080221383650436e-05,4.2080221383650436e-05
2009,4.2080221383650436e-05,4.2080221383650436e-05
2010,4.2080221383650436e-05,4.2080221383650436e-05
2011,4.2080221383650436e-05,4.2080221383650436e-05
2012,4.2080221383650436e-05,4.2080221383650436e-05
2013,4.2089818606834624e-05,4.2089818606834624e-05
2014,4.209273950084721e-05,4.209273950084721e-05
2015,4.220799572854068e-05,4.220799572854068e-05
2016,4.2236809785464047e-05,4.2236809785464047e-05
2017,4.2236809785464047e-05,4.2236809785464047e-05
2018,4.2236809785464047e-05,4.2236809785464047e-05
2019,4.2236809785464047e-05,4.2236809785464047e-05
2020,4.2165816239651715e-05,4.2165816239651715e-05
2021,4.2236809785464047e-05,4.2236809785464047e-05
2022,4.2236809785464047e-05,4.2236809785464047e-05
2023,4.2236809785464047e-05,4.2236809785464047e-05
2024,4.2216648437880326e-05,4.2216648437880326e-05
2025,4.2236809785464047e-05,4.2236809785464047e-05
2026,4.2236809785464047e-05,4.2236809785464047e-05
2027,4.2236809785464047e-05,4.2236809785464047e-05
2028,4.2165197876708244e-05,4.2165197876708244e-05
2029,4.2236809785464047e-05,4.2236809785464047e-05
2030,4.2236809785464047e-05,4.2236809785464047e-05
2031,4.2236809785464047e-05,4.2236809785464047e-05
2032,4.2236809785464047e-05,4.2236809785464047e-05
2033,4.2236809785464047e-05,4.2236809785464047e-05
2034,4.2236809785464047e-05,4.2236809785464047e-05
2035,4.2236809785464047e-05,4.2236809785464047e-05
2036,4.2236809785464047e-05,4.2236809785464047e-05
2037,4.2236809785464047e-05,4.2236809785464047e-05
2038,4.2236809785464047e-05,4.2236809785464047e-05
2039,4.2236809785464047e-05,4.2236809785464047e-05
2040,4.2236809785464047e-05,4.2236809785464047e-05
2041,4.225321975982599e-05,4.225321975982599e-05
2042,4.225378562101088e-05,4.225378562101088e-05
2043,4.225378562101088e-05,4.225378562101088e-05
2044,4.225378562101088e-05,4.225378562101088e-05
2045,4.225378562101088e-05,4.225378562101088e-05
2046,4.225378562101088e-05,4.225378562101088e-05
2047,4.225378562101088e-05,4.225378562101088e-05
2048,4.226540258691479e-05,4.226540258691479e-05
2049,4.2285468255294246e-05,4.2285468255294246e-05
2050,4.2285468255294246e-05,4.2285468255294246e-05
2051,4.2285468255294246e-05,4.2285468255294246e-05
2052,4.2285468255294246e-05,4.2285468255294246e-05
2053,4.2285468255294246e-05,4.2285468255294246e-05
2054,4.2285468255294246e-05,4.2285468255294246e-05
2055,4.2285468255294246e-05,4.2285468255294246e-05
2056,4.2285468255294246e-05,4.2285468255294246e-05
2057,4.2285468255294246e-05,4.2285468255294246e-05
2058,4.2285468255294246e-05,4.2285468255294246e-05
2059,4.2285468255294246e-05,4.2285468255294246e-05
2060,4.2285468255294246e-05,4.2285468255294246e-05
2061,4.2285468255294246e-05,4.2285468255294246e-05
2062,4.2285468255294246e-05,4.2285468255294246e-05
2063,4.2285468255294246e-05,4.2285468255294246e-05
2064,4.2285468255294246e-05,4.2285468255294246e-05
2065,4.2285468255294246e-05,4.2285468255294246e-05
2066,4.2285468255294246e-05,4.2285468255294246e-05
2067,4.2285468255294246e-05,4.2285468255294246e-05
2068,4.2285468255294246e-05,4.2285468255294246e-05
2069,4.2285468255294246e-05,4.2285468255294246e-05
2070,4.2285468255294246e-05,4.2285468255294246e-05
2071,4.2285468255294246e-05,4.2285468255294246e-05
2072,4.2285468255294246e-05,4.2285468255294246e-05
2073,4.2285468255294246e-05,4.2285468255294246e-05
2074,4.2285468255294246e-05,4.2285468255294246e-05
2075,4.227928119197007e-05,4.227928119197007e-05
2076,4.2285468255294246e-05,4.2285468255294246e-05
2077,4.2285468255294246e-05,4.2285468255294246e-05
2078,4.2285468255294246e-05,4.2285468255294246e-05
2079,4.2182149450046445e-05,4.2182149450046445e-05
2080,4.2285468255294246e-05,4.2285468255294246e-05
2081,4.2285468255294246e-05,4.2285468255294246e-05
2082,4.2285468255294246e-05,4.2285468255294246e-05
2083,4.223820889304461e-05,4.223820889304461e-05
2084,4.2285468255294246e-05,4.2285468255294246e-05
2085,4.21716764330947e-05,4.21716764330947e-05
2086,4.2285468255294246e-05,4.2285468255294246e-05
2087,4.2285468255294246e-05,4.2285468255294246e-05
2088,4.2285468255294246e-05,4.2285468255294246e-05
2089,4.2285468255294246e-05,4.2285468255294246e-05
2090,4.2285468255294246e-05,4.2285468255294246e-05
2091,4.2285468255294246e-05,4.2285468255294246e-05
2092,4.2293397582952444e-05,4.2293397582952444e-05
2093,4.2309256238268875e-05,4.2309256238268875e-05
2094,4.2309256238268875e-05,4.2309256238268875e-05
2095,4.2309256238268875e-05,4.2309256238268875e-05
2096,4.2309256238268875e-05,4.2309256238268875e-05
2097,4.232823611484585e-05,4.232823611484585e-05
2098,4.233401259902143e-05,4.233401259902143e-05
2099,4.233401259902143e-05,4.233401259902143e-05
2100,4.233401259902143e-05,4.233401259902143e-05
2101,4.233401259902143e-05,4.233401259902143e-05
2102,4.233401259902143e-05,4.233401259902143e-05
2103,4.233401259902143e-05,4.233401259902143e-05
2104,4.233401259902143e-05,4.233401259902143e-05
2105,4.2203920932613117e-05,4.2203920932613117e-05
2106,4.233025469691548e-05,4.233025469691548e-05
2107,4.234288526953935e-05,4.234288526953935e-05
2108,4.234288526953935e-05,4.234288526953935e-05
2109,4.234288526953935e-05,4.234288526953935e-05
2110,4.234288526953935e-05,4.234288526953935e-05
2111,4.234288526953935e-05,4.234288526953935e-05
2112,4.234288526953935e-05,4.234288526953935e-05
2113,4.234288526953935e-05,4.234288526953935e-05
2114,4.234288526953935e-05,4.234288526953935e-05
2115,4.234288526953935e-05,4.234288526953935e-05
2116,4.234288526953935e-05,4.234288526953935e-05
2117,4.234288526953935e-05,4.234288526953935e-05
2118,4.234288526953935e-05,4.234288526953935e-05
2119,4.234288526953935e-05,4.234288526953935e-05
2120,4.2164599294019126e-05,4.2164599294019126e-05
2121,4.234288526953935e-05,4.234288526953935e-05
2122,4.234288526953935e-05,4.234288526953935e-05
2123,4.234288526953935e-05,4.234288526953935e-05
2124,4.230383312908187e-05,4.230383312908187e-05
2125,4.234288526953935e-05,4.234288526953935e-05
2126,4.234288526953935e-05,4.234288526953935e-05
2127,4.234288526953935e-05,4.234288526953935e-05
2128,4.234288526953935e-05,4.234288526953935e-05
2129,4.234288526953935e-05,4.234288526953935e-05
2130,4.234288526953935e-05,4.234288526953935e-05
2131,4.234288526953935e-05,4.234288526953935e-05
2132,4.234288526953935e-05,4.234288526953935e-05
2133,4.234288526953935e-05,4.234288526953935e-05
2134,4.2343266207234815e-05,4.2343266207234815e-05
2135,4.234517089571213e-05,4.234517089571213e-05
2136,4.2395899659377245e-05,4.2395899659377245e-05
2137,4.251426677459583e-05,4.251426677459583e-05
2138,4.251426677459583e-05,4.251426677459583e-05
2139,4.251426677459583e-05,4.251426677459583e-05
2140,4.251426677459583e-05,4.251426677459583e-05
2141,4.251426677459583e-05,4.251426677459583e-05
2142,4.251426677459583e-05,4.251426677459583e-05
2143,4.251426677459583e-05,4.251426677459583e-05
2144,4.2482636381689794e-05,4.2482636381689794e-05
2145,4.251426677459583e-05,4.251426677459583e-05
2146,4.251426677459583e-05,4.251426677459583e-05
2147,4.251426677459583e-05,4.251426677459583e-05
2148,4.251426677459583e-05,4.251426677459583e-05
2149,4.251426677459583e-05,4.251426677459583e-05
2150,4.251426677459583e-05,4.251426677459583e-05
2151,4.251426677459583e-05,4.251426677459583e-05
2152,4.251426677459583e-05,4.251426677459583e-05
2153,4.251426677459583e-05,4.251426677459583e-05
2154,4.251426677459583e-05,4.251426677459583e-05
2155,4.251426677459583e-05,4.251426677459583e-05
2156,4.241492402771997e-05,4.241492402771997e-05
2157,4.251426677459583e-05,4.251426677459583e-05
2158,4.251426677459583e-05,4.251426677459583e-05
2159,4.251426677459583e-05,4.251426677459583e-05
2160,4.251426677459583e-05,4.251426677459583e-05
2161,4.250711876754429e-05,4.250711876754429e-05
2162,4.251426677459583e-05,4.251426677459583e-05
2163,4.251426677459583e-05,4.251426677459583e-05
2164,4.251426677459583e-05,4.251426677459583e-05
2165,4.251426677459583e-05,4.251426677459583e-05
2166,4.251426677459583e-05,4.251426677459583e-05
2167,4.251426677459583e-05,4.251426677459583e-05
2168,4.251426677459583e-05,4.251426677459583e-05
2169,4.251426677459583e-05,4.251426677459583e-05
2170,4.25194453674109e-05,4.25194453674109e-05
2171,4.2553106220708875e-05,4.2553106220708875e-05
2172,4.2553106220708875e-05,4.2553106220708875e-05
2173,4.254761608120336e-05,4.254761608120336e-05
2174,4.2553106220708875e-05,4.2553106220708875e-05
2175,4.255880062449838e-05,4.255880062449838e-05
2176,4.255880062449838e-05,4.255880062449838e-05
2177,4.255880062449838e-05,4.255880062449838e-05
2178,4.255880062449838e-05,4.255880062449838e-05
2179,4.255880062449838e-05,4.255880062449838e-05
2180,4.2519868829106943e-05,4.2519868829106943e-05
2181,4.255880062449838e-05,4.255880062449838e-05
2182,4.255880062449838e-05,4.255880062449838e-05
2183,4.252301232599887e-05,4.252301232599887e-05
2184,4.25631340489956e-05,4.25631340489956e-05
2185,4.2602134869470636e-05,4.2602134869470636e-05
2186,4.2602134869470636e-05,4.2602134869470636e-05
2187,4.2602134869470636e-05,4.2602134869470636e-05
2188,4.2602134869470636e-05,4.2602134869470636e-05
2189,4.2354494267445916e-05,4.2354494267445916e-05
2190,4.2602134869470636e-05,4.2602134869470636e-05
2191,4.2602134869470636e-05,4.2602134869470636e-05
2192,4.2602134869470636e-05,4.2602134869470636e-05
2193,4.2602134869470636e-05,4.2602134869470636e-05
2194,4.2602134869470636e-05,4.2602134869470636e-05
2195,4.2602134869470636e-05,4.2602134869470636e-05
2196,4.2602134869470636e-05,4.2602134869470636e-05
2197,4.2602134869470636e-05,4.2602134869470636e-05
2198,4.2602134869470636e-05,4.2602134869470636e-05
2199,4.2602134869470636e-05,4.2602134869470636e-05
2200,4.2602134869470636e-05,4.2602134869470636e-05
2201,4.246131770970761e-05,4.246131770970761e-05
2202,4.2602134869470636e-05,4.2602134869470636e-05
2203,4.259548765823405e-05,4.259548765823405e-05
2204,4.2602134869470636e-05,4.2602134869470636e-05
2205,4.2602134869470636e-05,4.2602134869470636e-05
2206,4.2602134869470636e-05,4.2602134869470636e-05
2207,4.2602134869470636e-05,4.2602134869470636e-05
2208,4.2602134869470636e-05,4.2602134869470636e-05
2209,4.2622502617610326e-05,4.2622502617610326e-05
2210,4.262563611732411e-05,4.262563611732411e-05
2211,4.262563611732411e-05,4.262563611732411e-05
2212,4.262563611732411e-05,4.262563611732411e-05
2213,4.2639983945604555e-05,4.2639983945604555e-05
2214,4.264613301486761e-05,4.264613301486761e-05
2215,4.264613301486761e-05,4.264613301486761e-05
2216,4.264613301486761e-05,4.264613301486761e-05
2217,4.264613301486761e-05,4.264613301486761e-05
2218,4.264613301486761e-05,4.264613301486761e-05
2219,4.264613301486761e-05,4.264613301486761e-05
2220,4.264613301486761e-05,4.264613301486761e-05
2221,4.264613301486761e-05,4.264613301486761e-05
2222,4.264613301486761e-05,4.264613301486761e-05
2223,4.261003896958037e-05,4.261003896958037e-05
2224,4.264613301486761e-05,4.264613301486761e-05
2225,4.264613301486761e-05,4.264613301486761e-05
2226,4.264613301486761e-05,4.264613301486761e-05
2227,4.264613301486761e-05,4.264613301486761e-05
2228,4.264613301486761e-05,4.264613301486761e-05
2229,4.264613301486761e-05,4.264613301486761e-05
2230,4.264613301486761e-05,4.264613301486761e-05
2231,4.264613301486761e-05,4.264613301486761e-05
2232,4.264613301486761e-05,4.264613301486761e-05
2233,4.264613301486761e-05,4.264613301486761e-05
2234,4.264613301486761e-05,4.264613301486761e-05
2235,4.264613301486761e-05,4.264613301486761e-05
2236,4.264613301486761e-05,4.264613301486761e-05
2237,4.264613301486761e-05,4.264613301486761e-05
2238,4.264613301486761e-05,4.264613301486761e-05
2239,4.264613301486761e-05,4.264613301486761e-05
2240,4.264613301486761e-05,4.264613301486761e-05
2241,4.264613301486761e-05,4.264613301486761e-05
2242,4.264613301486761e-05,4.264613301486761e-05
2243,4.274847272442262e-05,4.274847272442262e-05
2244,4.2739815652095356e-05,4.2739815652095356e-05
2245,4.2785541396744816e-05,4.2785541396744816e-05
2246,4.279465657544604e-05,4.279465657544604e-05
2247,4.279600203494597e-05,4.279600203494597e-05
2248,4.279600203494597e-05,4.279600203494597e-05
2249,4.279600203494597e-05,4.279600203494597e-05
2250,4.279600203494597e-05,4.279600203494597e-05
2251,4.279600203494597e-05,4.279600203494597e-05
2252,4.279600203494597e-05,4.279600203494597e-05
2253,4.279600203494597e-05,4.279600203494597e-05
2254,4.2723530202662405e-05,4.2723530202662405e-05
2255,4.279600203494597e-05,4.279600203494597e-05
2256,4.279600203494597e-05,4.279600203494597e-05
2257,4.276204282997636e-05,4.276204282997636e-05
2258,4.286258974878082e-05,4.286258974878082e-05
2259,4.286258974878082e-05,4.286258974878082e-05
2260,4.271703409356712e-05,4.271703409356712e-05
2261,4.286258974878082e-05,4.286258974878082e-05
2262,4.286258974878082e-05,4.286258974878082e-05
2263,4.286258974878082e-05,4.286258974878082e-05
2264,4.286258974878082e-05,4.286258974878082e-05
2265,4.286258974878082e-05,4.286258974878082e-05
2266,4.286258974878082e-05,4.286258974878082e-05
2267,4.286258974878082e-05,4.286258974878082e-05
2268,4.286258974878082e-05,4.286258974878082e-05
2269,4.286258974878082e-05,4.286258974878082e-05
2270,4.2862534159539324e-05,4.2862534159539324e-05
2271,4.286258974878082e-05,4.286258974878082e-05
2272,4.288507716710058e-05,4.288507716710058e-05
2273,4.2946917567479915e-05,4.2946917567479915e-05
2274,4.2946917567479915e-05,4.2946917567479915e-05
2275,4.2946917567479915e-05,4.2946917567479915e-05
2276,4.2946917567479915e-05,4.2946917567479915e-05
2277,4.2946917567479915e-05,4.2946917567479915e-05
2278,4.2946917567479915e-05,4.2946917567479915e-05
2279,4.2946917567479915e-05,4.2946917567479915e-05
2280,4.2946917567479915e-05,4.2946917567479915e-05
2281,4.2946917567479915e-05,4.2946917567479915e-05
2282,4.2946917567479915e-05,4.2946917567479915e-05
2283,4.2946917567479915e-05,4.2946917567479915e-05
2284,4.2946917567479915e-05,4.2946917567479915e-05
2285,4.2946917567479915e-05,4.2946917567479915e-05
2286,4.2947861811734065e-05,4.2947861811734065e-05
2287,4.293107873162495e-05,4.293107873162495e-05
2288,4.297524489510419e-05,4.297524489510419e-05
2289,4.297524489510419e-05,4.297524489510419e-05
2290,4.292300582424576e-05,4.292300582424576e-05
2291,4.2803376637201146e-05,4.2803376637201146e-05
2292,4.297524489510419e-05,4.297524489510419e-05
2293,4.297524489510419e-05,4.297524489510419e-05
2294,4.297524489510419e-05,4.297524489510419e-05
2295,4.297524489510419e-05,4.297524489510419e-05
2296,4.297524489510419e-05,4.297524489510419e-05
2297,4.297524489510419e-05,4.297524489510419e-05
2298,4.297524489510419e-05,4.297524489510419e-05
2299,4.297524489510419e-05,4.297524489510419e-05
2300,4.278972198269636e-05,4.278972198269636e-05
2301,4.297524489510419e-05,4.297524489510419e-05
2302,4.297524489510419e-05,4.297524489510419e-05
2303,4.297524489510419e-05,4.297524489510419e-05
2304,4.297524489510419e-05,4.297524489510419e-05
2305,4.297524489510419e-05,4.297524489510419e-05
2306,4.297524489510419e-05,4.297524489510419e-05
2307,4.310409831190626e-05,4.310409831190626e-05
2308,4.3108541533175305e-05,4.3108541533175305e-05
2309,4.3108541533175305e-05,4.3108541533175305e-05
2310,4.3108541533175305e-05,4.3108541533175305e-05
2311,4.305382059167915e-05,4.305382059167915e-05
2312,4.3108541533175305e-05,4.3108541533175305e-05
2313,4.3108541533175305e-05,4.3108541533175305e-05
2314,4.3108541533175305e-05,4.3108541533175305e-05
2315,4.3108541533175305e-05,4.3108541533175305e-05
2316,4.3108541533175305e-05,4.3108541533175305e-05
2317,4.3108541533175305e-05,4.3108541533175305e-05
2318,4.3108541533175305e-05,4.3108541533175305e-05
2319,4.3108541533175305e-05,4.3108541533175305e-05
2320,4.3108541533175305e-05,4.3108541533175305e-05
2321,4.3108541533175305e-05,4.3108541533175305e-05
2322,4.3108541533175305e-05,4.3108541533175305e-05
2323,4.3108541533175305e-05,4.3108541533175305e-05
2324,4.3108541533175305e-05,4.3108541533175305e-05
2325,4.293077177092537e-05,4.293077177092537e-05
2326,4.3108541533175305e-05,4.3108541533175305e-05
2327,4.3108541533175305e-05,4.3108541533175305e-05
2328,4.3108541533175305e-05,4.3108541533175305e-05
2329,4.3108541533175305e-05,4.3108541533175305e-05
2330,4.3108541533175305e-05,4.3108541533175305e-05
2331,4.3108541533175305e-05,4.3108541533175305e-05
2332,4.3108541533175305e-05,4.3108541533175305e-05
2333,4.3108541533175305e-05,4.3108541533175305e-05
2334,4.3108541533175305e-05,4.3108541533175305e-05
2335,4.3108541533175305e-05,4.3108541533175305e-05
2336,4.3108541533175305e-05,4.3108541533175305e-05
2337,4.3108541533175305e-05,4.3108541533175305e-05
2338,4.3108541533175305e-05,4.3108541533175305e-05
2339,4.3108541533175305e-05,4.3108541533175305e-05
2340,4.3108541533175305e-05,4.3108541533175305e-05
2341,4.3108541533175305e-05,4.3108541533175305e-05
2342,4.3108541533175305e-05,4.3108541533175305e-05
2343,4.3108541533175305e-05,4.3108541533175305e-05
2344,4.3108541533175305e-05,4.3108541533175305e-05
2345,4.3108541533175305e-05,4.3108541533175305e-05
2346,4.303947367571274e-05,4.303947367571274e-05
2347,4.3108541533175305e-05,4.3108541533175305e-05
2348,4.3108541533175305e-05,4.3108541533175305e-05
2349,4.3108541533175305e-05,4.3108541533175305e-05
2350,4.3108541533175305e-05,4.3108541533175305e-05
2351,4.3108541533175305e-05,4.3108541533175305e-05
2352,4.3108541533175305e-05,4.3108541533175305e-05
2353,4.3108541533175305e-05,4.3108541533175305e-05
2354,4.3108541533175305e-05,4.3108541533175305e-05
2355,4.3108541533175305e-05,4.3108541533175305e-05
2356,4.3108541533175305e-05,4.3108541533175305e-05
2357,4.3108541533175305e-05,4.3108541533175305e-05
2358,4.3108541533175305e-05,4.3108541533175305e-05
2359,4.3108541533175305e-05,4.3108541533175305e-05
2360,4.3108541533175305e-05,4.3108541533175305e-05
2361,4.3108541533175305e-05,4.3108541533175305e-05
2362,4.304525315808843e-05,4.304525315808843e-05
2363,4.3108541533175305e-05,4.3108541533175305e-05
